Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date,Neighborhoods_from_gw34_aa8i,Neighborhoods_from_5jp5_kw3x,New Neighborhoods_from_s3dq_ztay,layer_0_from_mgnu_zr5s,layer_0_from_yr99_sgmi,LA Neighborhoods_from_5ikr_59ci,City Boundaries_from_22pk_kkuz,Los Angeles Incorporated Cities,la_county_tracts_from_jczq_z5ui,DPW_CITY_BOUNDARIES_from_dmu2_xaer,Neighborhoods_from_9utn_waje_1,LA County Regions Map,Los Angeles Neighborhood Map,Regions_from_qspe_35qg,Census Tracts_from_jczq_z5ui,Neighborhoods_from_9utn_waje
Health,Asthma,Asthma-Related ER Visits,2014,24.73,"Census Tract 6205.21, Los Angeles County, California",620521,Redondo Beach,1400000US06037620521,"(33.8764805, -118.365622)",Asthma_Related_ER_Visits_2014_1400000US06037620521,01/01/2014,89,89,90,89,89,183,55,55,450,274,187,13,187,13,450,187
Health,Asthma,Asthma-Related ER Visits,2017,71.23,"Census Tract 1224.20, Los Angeles County, California",122420,Sun Valley,1400000US06037122420,"(34.203194, -118.3834125)",Asthma_Related_ER_Visits_2017_1400000US06037122420,01/01/2017,202,202,202,204,206,198,76,76,33,305,228,9,228,9,33,228
Health,Asthma,Asthma-Related ER Visits,2017,52.64,"Census Tract 1835.20, Los Angeles County, California",183520,Highland Park,1400000US06037183520,"(34.110558, -118.201548)",Asthma_Related_ER_Visits_2017_1400000US06037183520,01/01/2017,118,118,121,118,120,105,76,76,1596,305,111,6,111,6,1596,111
Health,Asthma,Asthma-Related ER Visits,2017,60.63,"Census Tract 2400.10, Los Angeles County, California",240010,Green Meadows,1400000US06037240010,"(33.9583205, -118.263794)",Asthma_Related_ER_Visits_2017_1400000US06037240010,01/01/2017,139,139,144,141,142,90,76,76,225,305,90,12,90,12,225,90
Health,Asthma,Asthma-Related ER Visits,2017,33.07,"Census Tract 4613, Los Angeles County, California",461300,Altadena,1400000US06037461300,"(34.1738235, -118.113483)",Asthma_Related_ER_Visits_2017_1400000US06037461300,01/01/2017,44,44,43,42,42,7,,,2091,221,8,15,8,15,2091,8
Health,Asthma,Asthma-Related ER Visits,2014,100.787031,"Census Tract 7032, Los Angeles County, California",703200,View Park-Windsor Hills,1400000US06037703200,"(33.9983555, -118.3403905)",Asthma_Related_ER_Visits_2014_1400000US06037703200,01/01/2014,114,110,117,114,116,246,,,285,240,250,12,250,12,285,250
Health,Asthma,Asthma-Related ER Visits,2017,49.1,"Census Tract 4011.01, Los Angeles County, California",401101,Glendora,1400000US06037401101,"(34.1265525, -117.855336)",Asthma_Related_ER_Visits_2017_1400000US06037401101,01/01/2017,113,115,116,113,115,87,17,17,1941,233,93,10,93,10,1941,93
Health,Asthma,Asthma-Related ER Visits,2017,63.98,"Census Tract 1210.10, Los Angeles County, California",121010,Sun Valley,1400000US06037121010,"(34.224559, -118.402591)",Asthma_Related_ER_Visits_2017_1400000US06037121010,01/01/2017,202,202,202,204,206,198,76,76,767,305,228,9,228,9,767,228
Health,Asthma,Asthma-Related ER Visits,2017,56.87,"Census Tract 1344.23, Los Angeles County, California",134423,West Hills,1400000US06037134423,"(34.2137705, -118.63362)",Asthma_Related_ER_Visits_2017_1400000US06037134423,01/01/2017,248,248,248,246,247,256,76,76,2224,305,256,9,256,9,2224,256
Health,Asthma,Asthma-Related ER Visits,2017,46.37,"Census Tract 2041.10, Los Angeles County, California",204110,Boyle Heights,1400000US06037204110,"(34.038791, -118.198734)",Asthma_Related_ER_Visits_2017_1400000US06037204110,01/01/2017,73,76,75,74,74,21,76,76,2052,305,32,4,32,4,2052,32
Health,Asthma,Asthma-Related ER Visits,2017,35.92,"Census Tract 1352.02, Los Angeles County, California",135202,West Hills,1400000US06037135202,"(34.1891815, -118.6372335)",Asthma_Related_ER_Visits_2017_1400000US06037135202,01/01/2017,248,248,248,246,247,256,76,76,1564,305,256,9,256,9,1564,256
Health,Asthma,Asthma-Related ER Visits,2017,55.35,"Census Tract 2226, Los Angeles County, California",222600,Exposition Park,1400000US06037222600,"(34.0218365, -118.2958795)",Asthma_Related_ER_Visits_2017_1400000US06037222600,01/01/2017,201,201,192,203,205,80,76,76,1189,305,84,12,84,12,1189,84
Health,Asthma,Asthma-Related ER Visits,2017,51.04,"Census Tract 1132.31, Los Angeles County, California",113231,Chatsworth Reservoir,1400000US06037113231,"(34.2282065, -118.645614)",Asthma_Related_ER_Visits_2017_1400000US06037113231,01/01/2017,33,33,18,18,18,46,76,76,1051,305,47,9,47,9,1051,47
Health,Asthma,Asthma-Related ER Visits,2017,24.02,"Census Tract 3107.01, Los Angeles County, California",310701,Burbank,1400000US06037310701,"(34.185479, -118.3132075)",Asthma_Related_ER_Visits_2017_1400000US06037310701,01/01/2017,182,182,181,181,185,33,36,36,623,266,28,9,28,9,623,28
Health,Asthma,Asthma-Related ER Visits,2017,75.99,"Census Tract 1317.02, Los Angeles County, California",131702,Reseda,1400000US06037131702,"(34.2046775, -118.548712)",Asthma_Related_ER_Visits_2017_1400000US06037131702,01/01/2017,180,180,30,179,172,186,76,76,40,305,190,9,190,9,40,190
Health,Asthma,Asthma-Related ER Visits,2017,54.47,"Census Tract 3025.05, Los Angeles County, California",302505,Glendale,1400000US06037302505,"(34.1262185, -118.253144)",Asthma_Related_ER_Visits_2017_1400000US06037302505,01/01/2017,214,214,216,220,220,86,38,38,2011,15,92,15,92,15,2011,92
Health,Asthma,Asthma-Related ER Visits,2017,68.34999999999999,"Census Tract 5410.01, Los Angeles County, California",541001,West Compton,1400000US06037541001,"(33.8937145, -118.2742165)",Asthma_Related_ER_Visits_2017_1400000US06037541001,01/01/2017,70,71,70,69,69,254,,,271,245,254,14,254,14,271,254
Health,Asthma,Asthma-Related ER Visits,2017,83.87000000000001,"Census Tract 1200.10, Los Angeles County, California",120010,Panorama City,1400000US06037120010,"(34.2175015, -118.4629745)",Asthma_Related_ER_Visits_2017_1400000US06037120010,01/01/2017,179,179,179,177,183,172,76,76,1897,305,174,9,174,9,1897,174
Health,Asthma,Asthma-Related ER Visits,2017,63.24,"Census Tract 5004.02, Los Angeles County, California",500402,Pico Rivera,1400000US06037500402,"(34.0031865, -118.076325)",Asthma_Related_ER_Visits_2017_1400000US06037500402,01/01/2017,169,169,170,167,174,174,77,77,1393,333,179,14,179,14,1393,179
Health,Asthma,Asthma-Related ER Visits,2017,45.48,"Census Tract 1312, Los Angeles County, California",131200,Lake Balboa,1400000US06037131200,"(34.2147545, -118.514238)",Asthma_Related_ER_Visits_2017_1400000US06037131200,01/01/2017,135,135,138,135,139,77,76,76,750,305,127,9,127,9,750,127
Health,Asthma,Asthma-Related ER Visits,2017,39.95,"Census Tract 4064.12, Los Angeles County, California",406412,West Covina,1400000US06037406412,"(34.0649545, -117.898946)",Asthma_Related_ER_Visits_2017_1400000US06037406412,01/01/2017,211,211,212,216,217,255,64,64,2108,322,255,10,255,10,2108,255
Health,Asthma,Asthma-Related ER Visits,2017,51.34,"Census Tract 4331.01, Los Angeles County, California",433101,El Monte,1400000US06037433101,"(34.0677255, -118.0599025)",Asthma_Related_ER_Visits_2017_1400000US06037433101,01/01/2017,123,123,126,123,127,73,65,65,1076,323,77,10,77,10,1076,77
Health,Asthma,Asthma-Related ER Visits,2017,47.45,"Census Tract 1151.01, Los Angeles County, California",115101,Northridge,1400000US06037115101,"(34.239435, -118.5112365)",Asthma_Related_ER_Visits_2017_1400000US06037115101,01/01/2017,92,92,93,92,92,152,76,76,1550,305,53,9,53,9,1550,53
Health,Asthma,Asthma-Related ER Visits,2017,62.41,"Census Tract 5316.02, Los Angeles County, California",531602,East Los Angeles,1400000US06037531602,"(34.018128, -118.1643695)",Asthma_Related_ER_Visits_2017_1400000US06037531602,01/01/2017,43,43,42,41,41,69,,,1964,220,73,4,73,4,1964,73
Health,Asthma,Asthma-Related ER Visits,2017,25.87,"Census Tract 4816.05, Los Angeles County, California",481605,Alhambra,1400000US06037481605,"(34.071948, -118.1256005)",Asthma_Related_ER_Visits_2017_1400000US06037481605,01/01/2017,160,160,162,160,165,5,30,30,979,263,5,10,5,10,979,5
Health,Asthma,Asthma-Related ER Visits,2017,31.22,"Census Tract 4808.02, Los Angeles County, California",480802,Alhambra,1400000US06037480802,"(34.0815825, -118.152446)",Asthma_Related_ER_Visits_2017_1400000US06037480802,01/01/2017,160,160,162,160,165,5,30,30,1359,263,5,10,5,10,1359,5
Health,Asthma,Asthma-Related ER Visits,2017,12.54,"Census Tract 2623.01, Los Angeles County, California",262301,Brentwood,1400000US06037262301,"(34.10129, -118.494583)",Asthma_Related_ER_Visits_2017_1400000US06037262301,01/01/2017,64,65,64,63,63,31,76,76,2268,305,34,16,34,16,2268,34
Health,Asthma,Asthma-Related ER Visits,2017,56.29,"Census Tract 5400, Los Angeles County, California",540000,Lynwood,1400000US06037540000,"(33.9217835, -118.182427)",Asthma_Related_ER_Visits_2017_1400000US06037540000,01/01/2017,68,69,67,66,66,141,21,21,269,248,147,14,147,14,269,147
Health,Asthma,Asthma-Related ER Visits,2017,36.06,"Census Tract 4002.06, Los Angeles County, California",400206,Claremont,1400000US06037400206,"(34.130372, -117.718468)",Asthma_Related_ER_Visits_2017_1400000US06037400206,01/01/2017,183,183,182,182,186,49,45,45,918,206,52,7,52,7,918,52
Health,Asthma,Asthma-Related ER Visits,2017,26.53,"Census Tract 2149.01, Los Angeles County, California",214901,Beverly Grove,1400000US06037214901,"(34.0742895, -118.387219)",Asthma_Related_ER_Visits_2017_1400000US06037214901,01/01/2017,39,39,39,38,38,28,76,76,547,305,27,3,27,3,547,27
Health,Asthma,Asthma-Related ER Visits,2017,74.11,"Census Tract 2430, Los Angeles County, California",243000,Watts,1400000US06037243000,"(33.938704, -118.2338885)",Asthma_Related_ER_Visits_2017_1400000US06037243000,01/01/2017,60,60,61,60,60,250,76,76,474,305,135,12,135,12,474,135
Health,Asthma,Asthma-Related ER Visits,2017,40.81,"Census Tract 1249.03, Los Angeles County, California",124903,Valley Village,1400000US06037124903,"(34.1666115, -118.4008715)",Asthma_Related_ER_Visits_2017_1400000US06037124903,01/01/2017,107,108,68,102,109,138,76,76,573,305,241,9,241,9,573,241
Health,Asthma,Asthma-Related ER Visits,2017,48.1,"Census Tract 5033.02, Los Angeles County, California",503302,South Whittier,1400000US06037503302,"(33.9410585, -118.021431)",Asthma_Related_ER_Visits_2017_1400000US06037503302,01/01/2017,79,81,81,80,80,219,,,1677,292,223,14,223,14,1677,223
Health,Asthma,Asthma-Related ER Visits,2017,24.52,"Census Tract 4087.03, Los Angeles County, California",408703,Rowland Heights,1400000US06037408703,"(33.960901, -117.8902285)",Asthma_Related_ER_Visits_2017_1400000US06037408703,01/01/2017,231,231,231,233,232,192,,,1038,325,197,10,197,10,1038,197
Health,Asthma,Asthma-Related ER Visits,2017,37.05,"Census Tract 4080.05, Los Angeles County, California",408005,West Covina,1400000US06037408005,"(34.0483655, -117.8955145)",Asthma_Related_ER_Visits_2017_1400000US06037408005,01/01/2017,211,211,212,216,217,255,64,64,1326,322,255,10,255,10,1326,255
Health,Asthma,Asthma-Related ER Visits,2017,53.78,"Census Tract 1349.04, Los Angeles County, California",134904,Winnetka,1400000US06037134904,"(34.1904695, -118.5796995)",Asthma_Related_ER_Visits_2017_1400000US06037134904,01/01/2017,216,216,218,222,222,271,76,76,757,305,271,9,271,9,757,271
Health,Asthma,Asthma-Related ER Visits,2017,73.2,"Census Tract 2186, Los Angeles County, California",218600,Mid-City,1400000US06037218600,"(34.037184, -118.3427065)",Asthma_Related_ER_Visits_2017_1400000US06037218600,01/01/2017,232,232,232,210,233,148,76,76,1132,305,154,3,154,3,1132,154
Health,Asthma,Asthma-Related ER Visits,2017,43.61,"Census Tract 2114.20, Los Angeles County, California",211420,Koreatown,1400000US06037211420,"(34.072636, -118.302937)",Asthma_Related_ER_Visits_2017_1400000US06037211420,01/01/2017,188,188,187,185,191,115,76,76,1120,305,29,3,29,3,1120,29
Health,Asthma,Asthma-Related ER Visits,2017,115.42,"Census Tract 2374.01, Los Angeles County, California",237401,Vermont-Slauson,1400000US06037237401,"(33.9784655, -118.2947775)",Asthma_Related_ER_Visits_2017_1400000US06037237401,01/01/2017,226,226,226,224,103,242,76,76,221,305,18,12,18,12,221,18
Health,Asthma,Asthma-Related ER Visits,2017,63.37,"Census Tract 1219, Los Angeles County, California",121900,Sun Valley,1400000US06037121900,"(34.2176405, -118.3816355)",Asthma_Related_ER_Visits_2017_1400000US06037121900,01/01/2017,202,202,202,204,206,198,76,76,1577,305,228,9,228,9,1577,228
Health,Asthma,Asthma-Related ER Visits,2017,56.07,"Census Tract 4617, Los Angeles County, California",461700,Pasadena,1400000US06037461700,"(34.160159, -118.162866)",Asthma_Related_ER_Visits_2017_1400000US06037461700,01/01/2017,251,251,252,250,254,175,41,41,1440,159,183,15,183,15,1440,183
Health,Asthma,Asthma-Related ER Visits,2014,12.266224,"Census Tract 8005.06, Los Angeles County, California",800506,Topanga,1400000US06037800506,"(34.05990591, -118.6102825)",Asthma_Related_ER_Visits_2014_1400000US06037800506,01/01/2014,91,91,92,91,91,229,,,1053,224,232,11,232,11,1053,232
Health,Asthma,Asthma-Related ER Visits,2017,36.28,"Census Tract 1395.02, Los Angeles County, California",139502,Encino,1400000US06037139502,"(34.164742, -118.5254075)",Asthma_Related_ER_Visits_2017_1400000US06037139502,01/01/2017,266,266,266,267,266,79,76,76,1113,305,83,9,83,9,1113,83
Health,Asthma,Asthma-Related ER Visits,2014,17.067818,"Census Tract 6214, Los Angeles County, California",621400,Redondo Beach,1400000US06037621400,"(33.8222325, -118.3792945)",Asthma_Related_ER_Visits_2014_1400000US06037621400,01/01/2014,89,89,90,89,89,183,55,55,1809,274,187,13,187,13,1809,187
Health,Asthma,Asthma-Related ER Visits,2017,36.88,"Census Tract 3103, Los Angeles County, California",310300,Burbank,1400000US06037310300,"(34.1994375, -118.318784)",Asthma_Related_ER_Visits_2017_1400000US06037310300,01/01/2017,182,182,181,181,185,33,36,36,911,266,28,9,28,9,911,28
Health,Asthma,Asthma-Related ER Visits,2017,57.53,"Census Tract 1282.10, Los Angeles County, California",128210,Van Nuys,1400000US06037128210,"(34.183584, -118.4443465)",Asthma_Related_ER_Visits_2017_1400000US06037128210,01/01/2017,21,21,32,31,31,239,76,76,1537,305,244,9,244,9,1537,244
Health,Asthma,Asthma-Related ER Visits,2017,52.2,"Census Tract 1926.10, Los Angeles County, California",192610,East Hollywood,1400000US06037192610,"(34.0818485, -118.296073)",Asthma_Related_ER_Visits_2017_1400000US06037192610,01/01/2017,233,233,233,219,234,67,76,76,1323,305,70,3,70,3,1323,70
Health,Asthma,Asthma-Related ER Visits,2017,28.59,"Census Tract 4823.01, Los Angeles County, California",482301,San Gabriel,1400000US06037482301,"(34.074531, -118.097677)",Asthma_Related_ER_Visits_2017_1400000US06037482301,01/01/2017,146,146,145,142,143,195,7,7,996,217,203,10,203,10,996,203
Health,Asthma,Asthma-Related ER Visits,2017,66.08,"Census Tract 2911.30, Los Angeles County, California",291130,Harbor Gateway,1400000US06037291130,"(33.901689, -118.287002)",Asthma_Related_ER_Visits_2017_1400000US06037291130,01/01/2017,50,50,52,51,51,97,76,76,246,305,101,5,101,5,246,101
Health,Asthma,Asthma-Related ER Visits,2017,38.17,"Census Tract 1021.04, Los Angeles County, California",102104,Shadow Hills,1400000US06037102104,"(34.216189, -118.3456235)",Asthma_Related_ER_Visits_2017_1400000US06037102104,01/01/2017,250,250,250,251,251,188,76,76,2311,305,210,9,210,9,2311,210
Health,Asthma,Asthma-Related ER Visits,2017,65.13,"Census Tract 2313, Los Angeles County, California",231300,Exposition Park,1400000US06037231300,"(34.0145435, -118.304539)",Asthma_Related_ER_Visits_2017_1400000US06037231300,01/01/2017,201,201,192,203,205,80,76,76,1934,305,84,12,84,12,1934,84
Health,Asthma,Asthma-Related ER Visits,2017,74.19,"Census Tract 1321.01, Los Angeles County, California",132101,Lake Balboa,1400000US06037132101,"(34.1902625, -118.495655)",Asthma_Related_ER_Visits_2017_1400000US06037132101,01/01/2017,135,135,138,135,139,77,76,76,752,305,127,9,127,9,752,127
Health,Asthma,Asthma-Related ER Visits,2017,20.53,"Census Tract 4800.11, Los Angeles County, California",480011,East San Gabriel,1400000US06037480011,"(34.125885, -118.0749615)",Asthma_Related_ER_Visits_2017_1400000US06037480011,01/01/2017,3,3,3,3,3,71,,,418,185,75,10,75,10,418,75
Health,Asthma,Asthma-Related ER Visits,2017,37.85,"Census Tract 2698, Los Angeles County, California",269800,Palms,1400000US06037269800,"(34.0330585, -118.3968355)",Asthma_Related_ER_Visits_2017_1400000US06037269800,01/01/2017,62,63,63,62,62,170,76,76,799,305,176,16,176,16,799,176
Health,Asthma,Asthma-Related ER Visits,2017,35.24,"Census Tract 2127.02, Los Angeles County, California",212702,Mid-Wilshire,1400000US06037212702,"(34.0575235, -118.3258035)",Asthma_Related_ER_Visits_2017_1400000US06037212702,01/01/2017,25,25,35,34,34,149,76,76,1124,305,155,3,155,3,1124,155
Health,Asthma,Asthma-Related ER Visits,2017,45.49,"Census Tract 4067.01, Los Angeles County, California",406701,West Covina,1400000US06037406701,"(34.0554275, -117.9462745)",Asthma_Related_ER_Visits_2017_1400000US06037406701,01/01/2017,211,211,212,216,217,255,64,64,987,322,255,10,255,10,987,255
Health,Asthma,Asthma-Related ER Visits,2017,63.52,"Census Tract 2284.20, Los Angeles County, California",228420,Historic South-Central,1400000US06037228420,"(34.00749, -118.270975)",Asthma_Related_ER_Visits_2017_1400000US06037228420,01/01/2017,99,100,102,100,100,55,76,76,1833,305,112,12,112,12,1833,112
Health,Asthma,Asthma-Related ER Visits,2017,31.79,"Census Tract 2122.04, Los Angeles County, California",212204,Westlake,1400000US06037212204,"(34.0597755, -118.2861875)",Asthma_Related_ER_Visits_2017_1400000US06037212204,01/01/2017,166,166,167,164,170,258,76,76,1917,305,258,3,258,3,1917,258
Health,Asthma,Asthma-Related ER Visits,2017,47.37,"Census Tract 1393.01, Los Angeles County, California",139301,Tarzana,1400000US06037139301,"(34.1796355, -118.556094)",Asthma_Related_ER_Visits_2017_1400000US06037139301,01/01/2017,49,49,50,49,49,225,76,76,45,305,229,9,229,9,45,229
Health,Asthma,Asthma-Related ER Visits,2017,70.5,"Census Tract 1192.01, Los Angeles County, California",119201,Arleta,1400000US06037119201,"(34.246411, -118.441015)",Asthma_Related_ER_Visits_2017_1400000US06037119201,01/01/2017,162,162,164,172,161,10,76,76,1573,305,11,9,11,9,1573,11
Health,Asthma,Asthma-Related ER Visits,2017,115.42,"Census Tract 2371.01, Los Angeles County, California",237101,Vermont-Slauson,1400000US06037237101,"(33.9855155, -118.291439)",Asthma_Related_ER_Visits_2017_1400000US06037237101,01/01/2017,226,226,226,224,103,242,76,76,1250,305,18,12,18,12,1250,18
Health,Asthma,Asthma-Related ER Visits,2017,35.93,"Census Tract 4019.01, Los Angeles County, California",401901,Claremont,1400000US06037401901,"(34.1004595, -117.708132)",Asthma_Related_ER_Visits_2017_1400000US06037401901,01/01/2017,183,183,182,182,186,49,45,45,944,206,52,7,52,7,944,52
Health,Asthma,Asthma-Related ER Visits,2017,19.33,"Census Tract 2675.01, Los Angeles County, California",267501,Sawtelle,1400000US06037267501,"(34.041347, -118.456076)",Asthma_Related_ER_Visits_2017_1400000US06037267501,01/01/2017,115,83,119,119,121,204,76,76,1270,305,202,16,202,16,1270,202
Health,Asthma,Asthma-Related ER Visits,2017,27.83,"Census Tract 2739.02, Los Angeles County, California",273902,Venice,1400000US06037273902,"(33.98377459, -118.4640606)",Asthma_Related_ER_Visits_2017_1400000US06037273902,01/01/2017,16,16,16,16,16,240,76,76,2331,305,245,16,245,16,2331,245
Health,Asthma,Asthma-Related ER Visits,2017,30.09,"Census Tract 4004.03, Los Angeles County, California",400403,San Dimas,1400000US06037400403,"(34.141358, -117.793128)",Asthma_Related_ER_Visits_2017_1400000US06037400403,01/01/2017,137,137,134,131,135,193,78,78,936,334,199,10,199,10,936,199
